Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 2.846506118774414 ,seconds
------
The SC has, 976 , nodes and,  1009 edges.
Dist_0345 , 0.4 , 0.0 , 0.2
Dist_0084 , 0.54 , 2.0 , 0.54
Dist_0346 , 0.57 , 0.0 , 0.28
Dist_0085 , 0.05 , 2.0 , 0.35
Dist_0347 , 0.38 , 0.0 , 0.19
Dist_0086 , 0.05 , 2.0 , 0.08
Dist_0348 , 0.15 , 0.0 , 0.06
Dist_0349 , 0.14 , 0.0 , 0.0
Dist_0350 , 0.14 , 0.0 , 0.0
Dist_0351 , 0.14 , 0.0 , 0.0
Dist_0352 , 0.14 , 0.0 , 0.0
Dist_0087 , 0.35 , 2.0 , 0.47
Dist_0353 , 0.51 , 0.0 , 0.25
Dist_0088 , 0.06 , 2.0 , 0.14
Dist_0354 , 0.19 , 0.0 , 0.0
Dist_0355 , 0.19 , 0.0 , 0.0
Dist_0356 , 0.2 , 0.0 , 0.09
Dist_0089 , 0.54 , 2.0 , 0.54
Dist_0357 , 0.58 , 0.0 , 0.28
Dist_0090 , 0.05 , 2.0 , 0.1
Dist_0358 , 0.17 , 0.0 , 0.07
Dist_0359 , 0.16 , 0.0 , 0.0
Dist_0360 , 0.16 , 0.0 , 0.0
Dist_0361 , 0.16 , 0.0 , 0.0
Dist_0091 , 0.05 , 2.0 , 0.01
Dist_0362 , 0.09 , 0.0 , 0.04
Dist_0363 , 0.04 , 3.06 , 0.0
Dist_0364 , 0.04 , 2.54 , 0.0
Dist_0365 , 0.04 , 2.7 , 0.0
Dist_0366 , 0.04 , 2.21 , 0.0
Dist_0092 , 0.35 , 2.0 , 0.47
Dist_0367 , 0.51 , 0.0 , 0.25
Dist_0093 , 0.05 , 2.0 , 0.01
Dist_0368 , 0.04 , 3.45 , -0.0
Dist_0369 , 0.04 , 3.55 , -0.0
Dist_0370 , 0.09 , 0.0 , 0.04
Dist_0094 , 0.54 , 2.0 , 0.54
Dist_0371 , 0.57 , 0.0 , 0.28
Dist_0095 , 0.05 , 2.0 , 0.01
Dist_0372 , 0.1 , 0.0 , 0.04
Dist_0373 , 0.04 , 2.88 , 0.0
Dist_0374 , 0.04 , 2.65 , 0.0
Dist_0375 , 0.04 , 3.1 , 0.0
Dist_0096 , 0.85 , 2.0 , 0.65
Dist_0376 , 0.69 , 0.0 , 0.34
Dist_0097 , 0.32 , 2.0 , 0.46
Dist_0377 , 0.5 , 0.0 , 0.24
Dist_0098 , 0.56 , 2.0 , 0.55
Dist_0378 , 0.58 , 0.0 , 0.29
Dist_0099 , 0.05 , 2.0 , 0.35
Dist_0379 , 0.38 , 0.0 , 0.19
Dist_0100 , 0.28 , 2.0 , 0.44
Dist_0380 , 0.48 , 0.0 , 0.24
Dist_0101 , 0.05 , 2.0 , 0.34
Dist_0381 , 0.38 , 0.0 , 0.18
Dist_0102 , 0.35 , 2.0 , 0.47
Dist_0382 , 0.5 , 0.0 , 0.24
Dist_0103 , 0.09 , 2.0 , 0.36
Dist_0383 , 0.39 , 0.0 , 0.19
Dist_0104 , 0.54 , 2.0 , 0.53
Dist_0384 , 0.57 , 0.0 , 0.27
Dist_0105 , 0.05 , 2.0 , 0.35
Dist_0385 , 0.38 , 0.0 , 0.19
Dist_0106 , 0.05 , 2.0 , 0.33
Dist_0386 , 0.37 , 0.0 , 0.18
Dist_0107 , 0.35 , 2.0 , 0.47
Dist_0387 , 0.5 , 0.0 , 0.24
Dist_0108 , 0.09 , 2.0 , 0.36
Dist_0388 , 0.4 , 0.0 , 0.19
Dist_0109 , 0.54 , 2.0 , 0.54
Dist_0389 , 0.57 , 0.0 , 0.28
Dist_0110 , 0.05 , 2.0 , 0.35
Dist_0390 , 0.38 , 0.0 , 0.18
Dist_0111 , 0.05 , 2.0 , 0.35
Dist_0391 , 0.38 , 0.0 , 0.18
Dist_0112 , 0.35 , 2.0 , 0.47
Dist_0392 , 0.51 , 0.0 , 0.25
Dist_0113 , 0.09 , 2.0 , 0.36
Dist_0393 , 0.4 , 0.0 , 0.19
Dist_0114 , 0.54 , 2.0 , 0.54
Dist_0394 , 0.57 , 0.0 , 0.28
Dist_0115 , 0.05 , 2.0 , 0.35
Dist_0395 , 0.38 , 0.0 , 0.18
Dist_0116 , 0.05 , 2.0 , 0.35
Dist_0396 , 0.38 , 0.0 , 0.18
Dist_0117 , 0.35 , 2.0 , 0.47
Dist_0397 , 0.51 , 0.0 , 0.25
Dist_0118 , 0.09 , 2.0 , 0.36
Dist_0398 , 0.4 , 0.0 , 0.19
Dist_0119 , 0.54 , 2.0 , 0.54
Dist_0399 , 0.57 , 0.0 , 0.28
Dist_0120 , 0.05 , 2.0 , 0.35
Dist_0400 , 0.38 , 0.0 , 0.19
Dist_0121 , 0.05 , 2.0 , 0.34
Dist_0401 , 0.38 , 0.0 , 0.18
Dist_0122 , 0.35 , 2.0 , 0.47
Dist_0402 , 0.51 , 0.0 , 0.25
Dist_0123 , 0.09 , 2.0 , 0.36
Dist_0403 , 0.39 , 0.0 , 0.19
Dist_0124 , 0.54 , 2.0 , 0.54
Dist_0404 , 0.57 , 0.0 , 0.28
Dist_0125 , 0.05 , 2.0 , 0.35
Dist_0405 , 0.38 , 0.0 , 0.18
Dist_0126 , 0.05 , 2.0 , 0.35
Dist_0406 , 0.38 , 0.0 , 0.19
Dist_0127 , 0.35 , 2.0 , 0.47
Dist_0407 , 0.51 , 0.0 , 0.25
Dist_0128 , 0.09 , 2.0 , 0.36
Dist_0408 , 0.4 , 0.0 , 0.19
Dist_0129 , 0.54 , 2.0 , 0.54
Dist_0409 , 0.57 , 0.0 , 0.28
Dist_0130 , 0.05 , 2.0 , 0.35
Dist_0410 , 0.38 , 0.0 , 0.19
Dist_0131 , 0.05 , 2.0 , 0.01
Dist_0411 , 0.1 , 0.0 , 0.04
Dist_0412 , 0.04 , 3.06 , 0.0
Dist_0413 , 0.04 , 2.54 , 0.0
Dist_0414 , 0.04 , 2.21 , 0.0
Dist_0415 , 0.04 , 2.7 , 0.0
Dist_0132 , 0.35 , 2.0 , 0.47
Dist_0416 , 0.51 , 0.0 , 0.25
Dist_0133 , 0.05 , 2.0 , 0.01
Dist_0417 , 0.04 , 3.45 , -0.0
Dist_0418 , 0.04 , 3.55 , -0.0
Dist_0419 , 0.1 , 0.0 , 0.04
Dist_0134 , 0.54 , 2.0 , 0.54
Dist_0420 , 0.58 , 0.0 , 0.28
Dist_0135 , 0.05 , 2.0 , 0.01
Dist_0421 , 0.1 , 0.0 , 0.04
Dist_0422 , 0.04 , 2.88 , 0.0
Dist_0423 , 0.04 , 3.1 , 0.0
Dist_0424 , 0.04 , 2.65 , 0.0
Dist_0136 , 0.85 , 2.0 , 0.65
Dist_0425 , 0.69 , 0.0 , 0.34
Dist_0137 , 0.32 , 2.0 , 0.46
Dist_0426 , 0.5 , 0.0 , 0.24
Dist_0138 , 0.56 , 2.0 , 0.55
Dist_0427 , 0.58 , 0.0 , 0.29
Dist_0139 , 0.05 , 2.0 , 0.35
Dist_0428 , 0.38 , 0.0 , 0.19
Dist_0140 , 0.28 , 2.0 , 0.44
Dist_0429 , 0.48 , 0.0 , 0.24
Dist_0141 , 0.05 , 2.0 , 0.01
Dist_0430 , 0.09 , 0.0 , 0.04
Dist_0431 , 0.04 , 3.06 , 0.0
Dist_0432 , 0.04 , 2.54 , 0.0
Dist_0433 , 0.04 , 2.21 , 0.0
Dist_0434 , 0.04 , 2.7 , 0.0
Dist_0142 , 0.35 , 2.0 , 0.47
Dist_0435 , 0.51 , 0.0 , 0.25
Dist_0143 , 0.05 , 2.0 , 0.01
Dist_0436 , 0.04 , 3.45 , -0.0
Dist_0437 , 0.04 , 3.55 , -0.0
Dist_0438 , 0.1 , 0.0 , 0.04
Dist_0144 , 0.54 , 2.0 , 0.54
Dist_0439 , 0.57 , 0.0 , 0.28
Dist_0145 , 0.05 , 2.0 , 0.01
Dist_0440 , 0.1 , 0.0 , 0.04
Dist_0441 , 0.04 , 2.88 , 0.0
Dist_0442 , 0.04 , 3.1 , 0.0
Dist_0443 , 0.04 , 2.65 , 0.0
Dist_0146 , 0.05 , 2.0 , 0.35
Dist_0444 , 0.38 , 0.0 , 0.18
Dist_0147 , 0.35 , 2.0 , 0.47
Dist_0445 , 0.5 , 0.0 , 0.24
Dist_0148 , 0.09 , 2.0 , 0.35
Dist_0446 , 0.39 , 0.0 , 0.18
Dist_0149 , 0.54 , 2.0 , 0.53
Dist_0447 , 0.57 , 0.0 , 0.27
Dist_0150 , 0.05 , 2.0 , 0.34
Dist_0448 , 0.38 , 0.0 , 0.18
Dist_0151 , 0.05 , 2.0 , 0.35
Dist_0449 , 0.38 , 0.0 , 0.18
Dist_0152 , 0.35 , 2.0 , 0.47
Dist_0450 , 0.5 , 0.0 , 0.25
Dist_0153 , 0.09 , 2.0 , 0.36
Dist_0451 , 0.4 , 0.0 , 0.19
Dist_0154 , 0.54 , 2.0 , 0.53
Dist_0452 , 0.57 , 0.0 , 0.27
Dist_0155 , 0.05 , 2.0 , 0.35
Dist_0453 , 0.38 , 0.0 , 0.19
Dist_0156 , 0.05 , 2.0 , 0.34
Dist_0454 , 0.38 , 0.0 , 0.18
Dist_0157 , 0.35 , 2.0 , 0.47
Dist_0455 , 0.51 , 0.0 , 0.25
Dist_0158 , 0.09 , 2.0 , 0.36
Dist_0456 , 0.4 , 0.0 , 0.2
Dist_0159 , 0.54 , 2.0 , 0.54
Dist_0457 , 0.57 , 0.0 , 0.28
Dist_0160 , 0.05 , 2.0 , 0.35
Dist_0458 , 0.38 , 0.0 , 0.19
Dist_0161 , 0.85 , 2.0 , 0.64
Dist_0459 , 0.68 , 0.0 , 0.31
Dist_0162 , 0.32 , 2.0 , 0.46
Dist_0460 , 0.49 , 0.0 , 0.24
Dist_0163 , 0.56 , 2.0 , 0.54
Dist_0461 , 0.58 , 0.0 , 0.27
Dist_0164 , 0.05 , 2.0 , 0.34
Dist_0462 , 0.37 , 0.0 , 0.18
Dist_0165 , 0.28 , 2.0 , 0.44
Dist_0463 , 0.47 , 0.0 , 0.23
Dist_0166 , 0.05 , 2.0 , 0.35
Dist_0464 , 0.38 , 0.0 , 0.18
Dist_0167 , 0.35 , 2.0 , 0.47
Dist_0465 , 0.5 , 0.0 , 0.25
Dist_0168 , 0.09 , 2.0 , 0.36
Dist_0466 , 0.4 , 0.0 , 0.19
Dist_0169 , 0.54 , 2.0 , 0.53
Dist_0467 , 0.57 , 0.0 , 0.27
Dist_0170 , 0.05 , 2.0 , 0.35
Dist_0468 , 0.38 , 0.0 , 0.18
Dist_0171 , 0.05 , 2.0 , 0.35
Dist_0469 , 0.38 , 0.0 , 0.19
Dist_0172 , 0.35 , 2.0 , 0.47
Dist_0470 , 0.51 , 0.0 , 0.25
Dist_0173 , 0.09 , 2.0 , 0.36
Dist_0471 , 0.4 , 0.0 , 0.19
Dist_0174 , 0.54 , 2.0 , 0.53
Dist_0472 , 0.57 , 0.0 , 0.27
Dist_0175 , 0.05 , 2.0 , 0.34
Dist_0473 , 0.37 , 0.0 , 0.18
Dist_0176 , 0.09 , 2.0 , 0.36
Dist_0474 , 0.39 , 0.0 , 0.19
Dist_0177 , 0.05 , 2.0 , 0.33
Dist_0475 , 0.37 , 0.0 , 0.18
Dist_0178 , 0.35 , 2.0 , 0.47
Dist_0476 , 0.5 , 0.0 , 0.24
Dist_0179 , 0.54 , 2.0 , 0.53
Dist_0477 , 0.57 , 0.0 , 0.27
Dist_0180 , 0.05 , 2.0 , 0.34
Dist_0478 , 0.38 , 0.0 , 0.18
Dist_0181 , 0.05 , 2.0 , 0.34
Dist_0479 , 0.38 , 0.0 , 0.18
Dist_0182 , 0.35 , 2.0 , 0.47
Dist_0480 , 0.51 , 0.0 , 0.25
Dist_0183 , 0.09 , 2.0 , 0.36
Dist_0481 , 0.39 , 0.0 , 0.19
Dist_0184 , 0.54 , 2.0 , 0.53
Dist_0482 , 0.57 , 0.0 , 0.26
Dist_0185 , 0.05 , 2.0 , 0.35
Dist_0483 , 0.38 , 0.0 , 0.19
Dist_0186 , 0.35 , 2.0 , 0.47
Dist_0484 , 0.51 , 0.0 , 0.25
Dist_0187 , 0.05 , 2.0 , 0.01
Dist_0485 , 0.1 , 0.0 , 0.04
Dist_0486 , 0.04 , 3.45 , -0.0
Dist_0487 , 0.04 , 3.55 , -0.0
Dist_0188 , 0.54 , 2.0 , 0.54
Dist_0488 , 0.58 , 0.0 , 0.28
Dist_0189 , 0.05 , 2.0 , 0.01
Dist_0489 , 0.04 , 2.88 , 0.0
Dist_0490 , 0.1 , 0.0 , 0.04
Dist_0491 , 0.04 , 2.65 , 0.0
Dist_0492 , 0.04 , 3.1 , 0.0
Dist_0190 , 0.05 , 2.0 , 0.01
Dist_0493 , 0.1 , 0.0 , 0.04
Dist_0494 , 0.04 , 2.7 , 0.0
Dist_0495 , 0.04 , 3.06 , 0.0
Dist_0496 , 0.04 , 2.54 , 0.0
Dist_0497 , 0.04 , 2.21 , 0.0
Manuf_0077 , 0.04 , 5.0 , 0.01
Manuf_0081 , 0.04 , 5.0 , 0.01
Manuf_0001 , 0.0 , 0.0 , 0.0
Manuf_0039 , 1.16 , 5.0 , 0.01
Manuf_0002 , 0.0 , 0.0 , 0.0
Manuf_0040 , 1.13 , 5.0 , 0.01
Manuf_0003 , 0.0 , 0.0 , 0.0
Manuf_0041 , 1.07 , 5.0 , 0.01
Manuf_0004 , 0.0 , 0.0 , 0.0
Manuf_0042 , 0.85 , 5.0 , 0.01
Manuf_0005 , 0.0 , 0.0 , 0.0
Manuf_0043 , 0.93 , 5.0 , 0.01
Manuf_0006 , 0.0 , 0.0 , 0.0
Manuf_0044 , 0.93 , 5.0 , 0.01
Manuf_0007 , 0.0 , 0.0 , 0.0
Manuf_0045 , 1.13 , 5.0 , 0.01
Manuf_0008 , 0.0 , 0.0 , 0.0
Manuf_0046 , 0.93 , 5.0 , 0.01
Manuf_0009 , 0.0 , 0.0 , 0.0
Manuf_0047 , 1.13 , 5.0 , 0.01
Manuf_0010 , 0.0 , 0.0 , 0.0
Manuf_0048 , 1.13 , 5.0 , 0.01
Manuf_0011 , 0.0 , 0.0 , 0.0
Manuf_0049 , 1.16 , 5.0 , 0.01
Manuf_0012 , 0.0 , 0.0 , 0.0
Manuf_0050 , 1.27 , 5.0 , 0.01
Manuf_0013 , 0.0 , 0.0 , 0.0
Manuf_0051 , 1.23 , 5.0 , 0.01
Manuf_0014 , 0.0 , 0.0 , 0.0
Manuf_0052 , 1.13 , 5.0 , 0.01
Manuf_0015 , 0.0 , 0.0 , 0.0
Manuf_0053 , 0.85 , 5.0 , 0.01
Manuf_0016 , 0.0 , 0.0 , 0.0
Manuf_0054 , 1.16 , 5.0 , 0.01
Manuf_0017 , 0.0 , 0.0 , 0.0
Manuf_0055 , 1.3 , 5.0 , 0.01
Manuf_0018 , 0.0 , 0.0 , 0.0
Manuf_0056 , 1.13 , 5.0 , 0.01
Manuf_0019 , 0.0 , 0.0 , 0.0
Manuf_0057 , 1.13 , 5.0 , 0.01
Manuf_0020 , 0.0 , 0.0 , 0.0
Manuf_0058 , 1.16 , 5.0 , 0.01
Manuf_0021 , 0.0 , 0.0 , 0.0
Manuf_0059 , 1.13 , 5.0 , 0.01
Manuf_0022 , 0.0 , 0.0 , 0.0
Manuf_0060 , 1.25 , 5.0 , 0.01
Manuf_0023 , 0.0 , 0.0 , 0.0
Manuf_0061 , 0.85 , 5.0 , 0.01
Manuf_0024 , 0.0 , 0.0 , 0.0
