Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 7.03448486328125 ,seconds
------
The SC has, 186 , nodes and,  359 edges.
Manuf_0015 , 0.0 , 10 , 9.99
Manuf_0016 , 0.83 , 8 , 8.82
Manuf_0017 , 0.0 , 10 , 9.99
Manuf_0018 , 0.0 , 13 , 12.99
Manuf_0019 , 0.0 , 11 , 10.99
Manuf_0020 , 0.0 , 11 , 10.99
Manuf_0021 , 0.0 , 8 , 7.99
Manuf_0022 , 0.0 , 8 , 7.99
Manuf_0023 , 0.0 , 9 , 8.99
Manuf_0024 , 0.0 , 12 , 11.99
Manuf_0002 , 0.0 , 11 , 0.0
Manuf_0003 , -0.0 , 7 , 0.0
Manuf_0004 , 0.0 , 8 , 0.0
Manuf_0005 , 0.8 , 9 , 9.79
Manuf_0025 , 9.99 , 11 , 20.98
Manuf_0006 , 0.0 , 10 , 9.99
Manuf_0007 , 0.75 , 9 , 9.74
Manuf_0008 , 0.0 , 13 , 9.99
Manuf_0009 , 0.75 , 9 , 9.74
Manuf_0010 , 0.0 , 13 , 9.99
Manuf_0011 , 0.0 , 6 , 5.99
Manuf_0027 , 5.99 , 12 , 17.98
Manuf_0012 , 0.0 , 8 , 7.99
Manuf_0029 , 7.99 , 12 , 19.98
Manuf_0013 , 0.0 , 11 , 10.99
Manuf_0030 , 10.99 , 11 , 21.98
Manuf_0031 , 5.99 , 11 , 16.98
Manuf_0032 , 9.99 , 7 , 16.98
Manuf_0033 , 8.99 , 8 , 16.98
Manuf_0034 , 9.99 , 9 , 18.98
Manuf_0035 , 12.99 , 10 , 22.98
Manuf_0036 , 10.99 , 9 , 19.98
Manuf_0037 , 10.99 , 9 , 19.98
Manuf_0038 , 7.99 , 13 , 20.98
Manuf_0039 , 7.99 , 14 , 21.98
Manuf_0040 , 8.99 , 8 , 16.98
Manuf_0041 , 11.99 , 13 , 24.98
Manuf_0042 , 20.98 , 8 , 28.97
Manuf_0026 , 5.99 , 11 , 16.98
Manuf_0043 , 16.98 , 13 , 0.0
Manuf_0044 , 17.98 , 9 , 0.0
Manuf_0028 , 4.99 , 12 , 16.98
Manuf_0045 , 16.98 , 17 , 0.0
Manuf_0046 , 19.98 , 13 , 0.0
Manuf_0047 , 21.98 , 16 , 0.0
Manuf_0048 , 16.98 , 13 , 0.0
Manuf_0049 , 16.98 , 16 , 0.0
Manuf_0050 , 16.98 , 18 , 0.0
Manuf_0051 , 18.98 , 16 , 0.0
Manuf_0052 , 22.98 , 13 , 0.0
Manuf_0053 , 19.98 , 16 , 0.0
Manuf_0054 , 19.98 , 18 , 0.0
Manuf_0055 , 20.98 , 12 , 0.0
Manuf_0056 , 21.98 , 11 , 0.0
Manuf_0057 , 16.98 , 16 , 0.0
Manuf_0058 , 24.98 , 14 , 0.0
Manuf_0059 , 28.97 , 17 , 0.0
Part_0001 , 0.0 , 27 , -0.0
Part_0002 , 0.0 , 8 , -0.0
Part_0003 , 0.0 , 8 , -0.0
Part_0004 , 0.0 , 31 , -0.0
Part_0005 , 0.0 , 15 , 0.0
Part_0006 , 0.0 , 14 , -0.0
Part_0007 , 0.0 , 16 , 0.0
Part_0008 , 0.0 , 23 , 0.0
Part_0009 , 0.0 , 13 , 4.99
Part_0010 , 0.0 , 15 , 4.99
Part_0011 , 0.0 , 12 , 5.99
Part_0012 , 0.0 , 6 , 5.99
Part_0013 , 0.0 , 10 , 5.99
Part_0014 , 0.0 , 7 , 5.99
Part_0015 , 0.0 , 9 , 4.99
Part_0016 , 0.0 , 12 , 4.99
Part_0017 , 0.0 , 9 , 7.99
Part_0018 , 0.0 , 13 , 7.99
Part_0019 , 0.0 , 10 , 9.99
Part_0020 , 0.0 , 7 , 6.99
Part_0021 , 0.0 , 12 , 5.99
Part_0022 , 0.0 , 12 , 5.99
Part_0023 , 0.0 , 18 , 5.99
Part_0024 , 0.0 , 10 , 9.99
Part_0025 , 0.0 , 10 , 9.99
Part_0026 , 0.0 , 11 , 8.99
Part_0027 , 0.0 , 9 , 8.99
Part_0028 , 0.0 , 8 , 7.99
Part_0029 , 0.0 , 7 , 6.99
Part_0030 , 0.0 , 10 , 9.99
Part_0031 , 0.0 , 8 , 7.99
Part_0032 , 0.0 , 6 , 5.99
Part_0033 , 0.0 , 12 , 10.99
Part_0034 , 0.0 , 7 , 6.99
Part_0035 , 0.0 , 12 , 10.99
Part_0036 , 0.0 , 14 , 7.99
Part_0037 , 0.0 , 7 , 6.99
Part_0038 , 0.0 , 12 , 7.99
Part_0039 , 0.0 , 8 , 7.99
Part_0040 , 0.0 , 9 , 8.99
Part_0041 , 0.0 , 12 , 8.99
Part_0042 , 0.0 , 7 , 6.99
Part_0043 , 0.0 , 12 , 11.99
Part_0044 , 0.0 , 10 , 9.99
Part_0045 , 0.0 , 9 , 8.99
Part_0046 , 0.0 , 18 , 16.98
Part_0047 , 0.0 , 16 , 15.99
Part_0048 , 0.0 , 15 , 14.99
Part_0049 , 0.0 , 17 , 16.98
Part_0050 , 0.0 , 20 , 17.98
Part_0051 , 0.0 , 18 , 16.98
Part_0052 , 0.0 , 15 , 14.99
Part_0053 , 0.0 , 14 , 13.99
Part_0054 , 0.0 , 13 , 12.99
Part_0055 , 0.0 , 17 , 16.98
Part_0056 , 0.0 , 11 , 10.99
Part_0057 , 0.0 , 13 , 12.99
Part_0058 , 0.0 , 22 , 16.98
Part_0059 , 0.0 , 12 , 11.99
Part_0060 , 0.0 , 23 , 18.98
Part_0061 , 0.0 , 16 , 15.99
Part_0062 , 0.0 , 19 , 18.99
Part_0063 , 0.0 , 12 , 11.99
Part_0064 , 0.0 , 16 , 15.99
Part_0065 , 0.0 , 15 , 14.99
Part_0066 , 0.0 , 13 , 12.99
Part_0067 , 0.0 , 11 , 10.99
Part_0068 , 0.0 , 15 , 14.99
Part_0069 , 0.0 , 16 , 15.99
Part_0070 , 0.0 , 15 , 14.99
Part_0071 , 0.0 , 20 , 16.98
Part_0072 , 0.0 , 13 , 12.99
Part_0073 , 0.0 , 11 , 10.99
Part_0074 , 0.0 , 10 , 9.99
Part_0075 , 0.0 , 19 , 18.99
Part_0076 , 0.0 , 16 , 15.99
