Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 2.2720823287963867 ,seconds
------
The SC has, 156 , nodes and,  169 edges.
Trans_0033 , 0.7 , 3.0 , 3.69
Trans_0034 , 8.12 , 50.5 , 4.01
Trans_0035 , 8.12 , 17.55 , 4.01
Trans_0036 , 8.12 , 53.5 , 4.01
Part_0001 , 0.0 , 3.45 , 0.0
Part_0002 , 0.0 , 3.45 , 0.0
Part_0003 , 0.0 , 4.0 , 0.0
Part_0004 , 0.0 , 7.0 , 0.0
Part_0005 , 0.0 , 2.0 , 0.0
Part_0006 , 0.0 , 2.0 , 1.99
Part_0007 , 0.0 , 2.0 , 1.99
Part_0008 , 0.0 , 1.0 , 0.99
Part_0009 , 0.0 , 17.4 , 1.99
Part_0010 , 0.0 , 13.0 , 1.99
Part_0011 , 0.0 , 18.5 , 1.99
Part_0012 , 0.0 , 17.4 , 1.99
Part_0013 , 0.0 , 8.0 , 1.99
Part_0014 , 0.0 , 1.0 , 0.99
Trans_0001 , 0.99 , 12.0 , 0.0
Trans_0002 , 0.99 , 33.6 , 1.45
Part_0015 , 0.0 , 2.0 , 0.0
Part_0016 , 0.0 , 4.0 , 0.0
Trans_0003 , 0.0 , 3.45 , 3.44
Part_0017 , 0.0 , 2.0 , 0.0
Trans_0004 , 0.0 , 3.45 , 3.44
Part_0018 , 0.0 , 3.0 , 0.0
Trans_0006 , 0.0 , 3.45 , 3.44
Part_0019 , 0.0 , 2.0 , 0.0
Trans_0007 , 0.0 , 3.45 , 3.44
Part_0020 , 0.0 , 1.0 , 0.99
Trans_0009 , 0.99 , 38.2 , 0.0
Trans_0020 , 0.99 , 21.7 , 22.68
Part_0021 , 0.0 , 18.0 , 0.0
Trans_0010 , 0.0 , 3.45 , 2.44
Trans_0021 , 0.0 , 25.0 , 2.44
Part_0022 , 0.0 , 2.0 , 1.99
Trans_0011 , 1.99 , 76.0 , 3.44
Trans_0022 , 1.99 , 25.0 , 3.44
Part_0023 , 0.0 , 2.0 , 1.99
Trans_0012 , 1.99 , 22.8 , 2.44
Trans_0023 , 1.99 , 19.5 , 3.44
Part_0024 , 0.0 , 3.45 , 3.44
Trans_0013 , 3.44 , 43.4 , 3.44
Trans_0024 , 3.44 , 22.8 , 2.44
Part_0025 , 0.0 , 3.45 , 3.44
Trans_0014 , 3.44 , 29.3 , 2.44
Trans_0025 , 3.44 , 26.0 , 3.44
Part_0026 , 0.0 , 3.45 , 0.0
Trans_0015 , 0.0 , 20.7 , 2.44
Trans_0026 , 0.0 , 17.4 , 3.44
Part_0027 , 0.0 , 1.0 , 0.99
Trans_0016 , 0.99 , 26.0 , 3.44
Trans_0027 , 0.99 , 29.3 , 2.44
Part_0028 , 0.0 , 3.45 , 2.44
Trans_0029 , 2.44 , 2.0 , 4.43
Part_0029 , 0.0 , 3.45 , 2.44
Trans_0030 , 2.44 , 2.0 , 4.43
Part_0030 , 0.0 , 3.45 , 2.44
Part_0031 , 0.0 , 15.0 , 2.44
Part_0032 , 0.0 , 10.0 , 2.44
Part_0033 , 0.0 , 45.7 , 3.44
Part_0034 , 0.0 , 3.45 , 3.44
Part_0035 , 0.0 , 30.0 , 3.44
Part_0036 , 0.0 , 30.0 , 2.44
Part_0037 , 0.0 , 3.0 , 2.44
Part_0038 , 0.0 , 3.45 , 2.44
Part_0039 , 0.0 , 3.45 , 2.44
Part_0040 , 0.0 , 3.45 , 2.44
Part_0041 , 0.0 , 3.45 , 3.44
Part_0042 , 0.0 , 3.45 , 3.44
Part_0043 , 0.0 , 39.1 , 3.44
Part_0044 , 0.0 , 3.45 , 3.44
Part_0045 , 0.0 , 17.4 , 3.44
Part_0046 , 0.0 , 3.45 , 3.44
Part_0047 , 0.0 , 15.0 , 3.44
Part_0048 , 0.0 , 19.0 , 4.43
Part_0049 , 0.0 , 18.0 , 4.43
Part_0050 , 0.0 , 1.0 , 0.99
Part_0051 , 0.0 , 15.0 , 4.43
Part_0052 , 0.0 , 1.0 , 0.99
Part_0053 , 0.0 , 1.0 , 0.99
Part_0054 , 0.0 , 1.0 , 0.99
Part_0055 , 0.0 , 42.0 , 4.43
Part_0056 , 0.0 , 1.0 , 0.99
Part_0057 , 0.0 , 19.0 , 4.43
Part_0058 , 0.0 , 12.0 , 4.43
Part_0059 , 0.0 , 28.0 , 4.43
Part_0060 , 0.0 , 17.0 , 4.43
Part_0061 , 0.0 , 25.0 , 4.43
Part_0062 , 0.0 , 36.0 , 4.43
Part_0063 , 0.0 , 2.0 , 1.99
Part_0064 , 0.0 , 47.0 , 4.43
Part_0065 , 0.0 , 12.0 , 4.43
Part_0066 , 0.0 , 3.0 , 2.99
Part_0067 , 0.0 , 4.0 , 3.99
Part_0068 , 0.0 , 2.0 , 1.99
Part_0069 , 0.0 , 36.0 , 4.43
Part_0070 , 0.0 , 2.0 , 1.99
Part_0071 , 0.0 , 1.0 , 0.99
Part_0072 , 0.0 , 2.0 , 1.99
Part_0073 , 0.0 , 17.0 , 4.43
Part_0074 , 0.0 , 4.0 , 3.99
Retail_0001 , 4.01 , 1.0 , 5.0
Retail_0002 , 4.01 , 1.0 , 5.0
