Stage , Degree , In_Edges , Out_Edges , Depth
Manuf_0034 , 67 , 65 , 2 , 2
Manuf_0035 , 68 , 66 , 2 , 2
Manuf_0036 , 62 , 60 , 2 , 2
Manuf_0037 , 58 , 56 , 2 , 2
Manuf_0038 , 61 , 59 , 2 , 2
Manuf_0039 , 59 , 57 , 2 , 2
Manuf_0040 , 61 , 59 , 2 , 2
Manuf_0041 , 59 , 57 , 2 , 2
Manuf_0042 , 60 , 58 , 2 , 2
Manuf_0043 , 66 , 64 , 2 , 2
Manuf_0044 , 59 , 57 , 2 , 2
Manuf_0045 , 58 , 56 , 2 , 2
Manuf_0047 , 58 , 56 , 2 , 2
Manuf_0048 , 58 , 56 , 2 , 2
Manuf_0012 , 3 , 2 , 1 , 3
Manuf_0046 , 65 , 63 , 2 , 2
Manuf_0013 , 4 , 3 , 1 , 3
Manuf_0014 , 2 , 1 , 1 , 3
Manuf_0015 , 2 , 1 , 1 , 3
Manuf_0016 , 6 , 4 , 2 , 3
Manuf_0017 , 3 , 2 , 1 , 3
Manuf_0018 , 18 , 2 , 16 , 3
Manuf_0019 , 14 , 5 , 9 , 3
Manuf_0020 , 24 , 14 , 10 , 3
Manuf_0021 , 17 , 14 , 3 , 3
Manuf_0022 , 18 , 14 , 4 , 3
Manuf_0025 , 17 , 5 , 12 , 3
Manuf_0026 , 8 , 2 , 6 , 3
Manuf_0028 , 8 , 3 , 5 , 3
Part_0001 , 6 , 0 , 6 , 5
Part_0002 , 21 , 0 , 21 , 5
Part_0003 , 18 , 0 , 18 , 5
Part_0004 , 2 , 0 , 2 , 5
Part_0005 , 4 , 0 , 4 , 5
Part_0006 , 15 , 0 , 15 , 5
Part_0007 , 3 , 0 , 3 , 5
Part_0008 , 1 , 0 , 1 , 5
Part_0009 , 1 , 0 , 1 , 5
Part_0010 , 1 , 0 , 1 , 5
Part_0011 , 1 , 0 , 1 , 5
Part_0012 , 2 , 0 , 2 , 5
Part_0013 , 2 , 0 , 2 , 5
Part_0014 , 1 , 0 , 1 , 5
Part_0015 , 1 , 0 , 1 , 5
Part_0016 , 3 , 0 , 3 , 5
Part_0017 , 4 , 0 , 4 , 5
Part_0018 , 1 , 0 , 1 , 5
Part_0019 , 2 , 0 , 2 , 5
Part_0020 , 2 , 0 , 2 , 5
Part_0021 , 2 , 0 , 2 , 5
Part_0022 , 1 , 0 , 1 , 5
Part_0023 , 1 , 0 , 1 , 5
Part_0024 , 1 , 0 , 1 , 4
Part_0025 , 2 , 0 , 2 , 4
Part_0026 , 1 , 0 , 1 , 4
Part_0027 , 1 , 0 , 1 , 4
Part_0028 , 1 , 0 , 1 , 4
Part_0029 , 2 , 0 , 2 , 4
Part_0030 , 1 , 0 , 1 , 4
Part_0031 , 2 , 0 , 2 , 4
Part_0032 , 2 , 0 , 2 , 4
Part_0033 , 3 , 0 , 3 , 4
Part_0034 , 2 , 0 , 2 , 4
Part_0035 , 1 , 0 , 1 , 4
Part_0036 , 3 , 0 , 3 , 4
Part_0037 , 3 , 0 , 3 , 4
Part_0038 , 2 , 0 , 2 , 4
Part_0039 , 3 , 0 , 3 , 4
Part_0040 , 3 , 0 , 3 , 4
Part_0041 , 3 , 0 , 3 , 4
Part_0042 , 1 , 0 , 1 , 4
Part_0043 , 1 , 0 , 1 , 4
Part_0044 , 3 , 0 , 3 , 4
Part_0045 , 3 , 0 , 3 , 4
Part_0046 , 3 , 0 , 3 , 4
Part_0047 , 3 , 0 , 3 , 4
Part_0048 , 3 , 0 , 3 , 4
Part_0049 , 3 , 0 , 3 , 4
Part_0050 , 3 , 0 , 3 , 4
Part_0051 , 2 , 0 , 2 , 4
Part_0052 , 2 , 0 , 2 , 4
Part_0053 , 1 , 0 , 1 , 4
Part_0054 , 2 , 0 , 2 , 4
Part_0055 , 1 , 0 , 1 , 4
Part_0056 , 1 , 0 , 1 , 4
Part_0057 , 1 , 0 , 1 , 4
Part_0058 , 3 , 0 , 3 , 4
Part_0059 , 1 , 0 , 1 , 4
Part_0060 , 2 , 0 , 2 , 4
Part_0061 , 2 , 0 , 2 , 4
Part_0062 , 1 , 0 , 1 , 4
Part_0063 , 1 , 0 , 1 , 4
Part_0064 , 1 , 0 , 1 , 4
Part_0065 , 1 , 0 , 1 , 4
Part_0066 , 1 , 0 , 1 , 4
Part_0067 , 1 , 0 , 1 , 4
Part_0068 , 1 , 0 , 1 , 4
Part_0069 , 1 , 0 , 1 , 4
Part_0070 , 3 , 0 , 3 , 4
Part_0071 , 3 , 0 , 3 , 4
Part_0072 , 2 , 0 , 2 , 4
Part_0073 , 3 , 0 , 3 , 4
Part_0074 , 1 , 0 , 1 , 4
Part_0075 , 1 , 0 , 1 , 3
Part_0076 , 1 , 0 , 1 , 3
Part_0077 , 1 , 0 , 1 , 3
Part_0078 , 1 , 0 , 1 , 3
Part_0079 , 1 , 0 , 1 , 3
Part_0080 , 1 , 0 , 1 , 3
Part_0081 , 1 , 0 , 1 , 3
Part_0082 , 3 , 0 , 3 , 3
Part_0083 , 3 , 0 , 3 , 3
Part_0084 , 2 , 0 , 2 , 3
Part_0085 , 3 , 0 , 3 , 3
Part_0086 , 3 , 0 , 3 , 3
Part_0087 , 1 , 0 , 1 , 3
Part_0088 , 1 , 0 , 1 , 3
Part_0089 , 2 , 0 , 2 , 3
Part_0090 , 1 , 0 , 1 , 3
Part_0091 , 1 , 0 , 1 , 3
Part_0092 , 1 , 0 , 1 , 3
Part_0093 , 1 , 0 , 1 , 3
Part_0094 , 1 , 0 , 1 , 3
Part_0095 , 2 , 0 , 2 , 3
Part_0096 , 1 , 0 , 1 , 3
Part_0097 , 1 , 0 , 1 , 3
Part_0098 , 1 , 0 , 1 , 3
Part_0099 , 1 , 0 , 1 , 3
Part_0100 , 1 , 0 , 1 , 3
Part_0101 , 1 , 0 , 1 , 3
Part_0102 , 1 , 0 , 1 , 3
Part_0103 , 1 , 0 , 1 , 3
Part_0104 , 1 , 0 , 1 , 3
Part_0105 , 1 , 0 , 1 , 3
Part_0106 , 1 , 0 , 1 , 3
Part_0107 , 1 , 0 , 1 , 3
Part_0108 , 1 , 0 , 1 , 3
Part_0109 , 2 , 0 , 2 , 3
Part_0110 , 1 , 0 , 1 , 3
Part_0111 , 1 , 0 , 1 , 3
Part_0112 , 1 , 0 , 1 , 3
Part_0113 , 1 , 0 , 1 , 3
Part_0114 , 1 , 0 , 1 , 3
Part_0115 , 1 , 0 , 1 , 3
Part_0116 , 1 , 0 , 1 , 3
Part_0117 , 1 , 0 , 1 , 3
Part_0118 , 1 , 0 , 1 , 3
Part_0119 , 1 , 0 , 1 , 3
Part_0120 , 1 , 0 , 1 , 3
Part_0121 , 1 , 0 , 1 , 3
Part_0122 , 1 , 0 , 1 , 3
Part_0123 , 1 , 0 , 1 , 3
Part_0124 , 1 , 0 , 1 , 3
Part_0125 , 1 , 0 , 1 , 3
Part_0126 , 1 , 0 , 1 , 3
Part_0127 , 1 , 0 , 1 , 3
Part_0128 , 1 , 0 , 1 , 3
Part_0129 , 1 , 0 , 1 , 3
Part_0130 , 1 , 0 , 1 , 3
Part_0131 , 1 , 0 , 1 , 3
Part_0132 , 1 , 0 , 1 , 3
Part_0133 , 1 , 0 , 1 , 3
Part_0134 , 1 , 0 , 1 , 3
Part_0135 , 3 , 0 , 3 , 3
Part_0136 , 3 , 0 , 3 , 3
Part_0137 , 2 , 0 , 2 , 3
Part_0138 , 1 , 0 , 1 , 3
Part_0139 , 1 , 0 , 1 , 3
Part_0140 , 2 , 0 , 2 , 3
Part_0141 , 3 , 0 , 3 , 3
Part_0142 , 5 , 0 , 5 , 3
Part_0143 , 10 , 0 , 10 , 3
Part_0144 , 5 , 0 , 5 , 3
Part_0145 , 17 , 0 , 17 , 3
Part_0146 , 17 , 0 , 17 , 3
Part_0147 , 11 , 0 , 11 , 3
Part_0148 , 16 , 0 , 16 , 3
Part_0149 , 10 , 0 , 10 , 3
Part_0150 , 14 , 0 , 14 , 3
Part_0151 , 17 , 0 , 17 , 3
Part_0152 , 13 , 0 , 13 , 3
Part_0153 , 4 , 0 , 4 , 3
Part_0154 , 17 , 0 , 17 , 3
Part_0155 , 6 , 0 , 6 , 3
Part_0156 , 17 , 0 , 17 , 3
Part_0157 , 12 , 0 , 12 , 3
Part_0158 , 17 , 0 , 17 , 3
Part_0159 , 16 , 0 , 16 , 3
Part_0160 , 10 , 0 , 10 , 3
Part_0161 , 8 , 0 , 8 , 3
Part_0162 , 17 , 0 , 17 , 3
Part_0163 , 17 , 0 , 17 , 3
Part_0164 , 8 , 0 , 8 , 3
Part_0165 , 10 , 0 , 10 , 3
Part_0166 , 7 , 0 , 7 , 3
Part_0167 , 17 , 0 , 17 , 3
Part_0168 , 17 , 0 , 17 , 3
Part_0169 , 10 , 0 , 10 , 3
Part_0170 , 4 , 0 , 4 , 3
Part_0171 , 9 , 0 , 9 , 3
Part_0172 , 5 , 0 , 5 , 3
Part_0173 , 14 , 0 , 14 , 3
Part_0174 , 17 , 0 , 17 , 3
Part_0175 , 9 , 0 , 9 , 3
Part_0176 , 11 , 0 , 11 , 3
Part_0177 , 14 , 0 , 14 , 3
Part_0178 , 17 , 0 , 17 , 3
Part_0179 , 17 , 0 , 17 , 3
Part_0180 , 15 , 0 , 15 , 3
Part_0181 , 4 , 0 , 4 , 3
Part_0182 , 4 , 0 , 4 , 3
Part_0183 , 13 , 0 , 13 , 3
Part_0184 , 9 , 0 , 9 , 3
Part_0185 , 7 , 0 , 7 , 3
Part_0186 , 14 , 0 , 14 , 3
Part_0187 , 3 , 0 , 3 , 3
Part_0188 , 10 , 0 , 10 , 3
Part_0189 , 7 , 0 , 7 , 3
Part_0190 , 8 , 0 , 8 , 3
Part_0191 , 8 , 0 , 8 , 3
Part_0192 , 8 , 0 , 8 , 3
Part_0193 , 9 , 0 , 9 , 3
Part_0194 , 9 , 0 , 9 , 3
Part_0195 , 14 , 0 , 14 , 3
Part_0196 , 17 , 0 , 17 , 3
Part_0197 , 9 , 0 , 9 , 3
Part_0198 , 4 , 0 , 4 , 3
Part_0199 , 4 , 0 , 4 , 3
Part_0200 , 17 , 0 , 17 , 3
Part_0201 , 7 , 0 , 7 , 3
Part_0202 , 10 , 0 , 10 , 3
Part_0203 , 17 , 0 , 17 , 3
Part_0204 , 17 , 0 , 17 , 3
Part_0205 , 10 , 0 , 10 , 3
Part_0206 , 17 , 0 , 17 , 3
Part_0207 , 11 , 0 , 11 , 3
Part_0208 , 11 , 0 , 11 , 3
Part_0209 , 10 , 0 , 10 , 3
