Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 0.506803035736084 ,seconds
------
The SC has, 152 , nodes and,  211 edges.
Dist_0047 , 0.03 , 6 , 1.06
Dist_0048 , 0.03 , 3 , 0.77
Manuf_0018 , 0.06 , 1 , 0.01
Dist_0049 , 0.03 , 2 , 0.6
Dist_0050 , 0.03 , 10 , 1.58
Dist_0051 , 0.03 , 3 , 0.77
Manuf_0019 , 0.06 , 2 , 0.01
Dist_0052 , 0.03 , 2 , 0.6
Dist_0053 , 0.03 , 9 , 1.44
Dist_0054 , 0.03 , 5 , 0.96
Manuf_0020 , 0.06 , 1 , 0.01
Dist_0055 , 0.03 , 1 , 0.26
Dist_0056 , 0.03 , 9 , 1.44
Dist_0057 , 0.03 , 6 , 1.06
Manuf_0021 , 0.06 , 2 , 0.01
Dist_0058 , 0.03 , 1 , 0.26
Dist_0059 , 0.03 , 9 , 1.44
Dist_0060 , 0.03 , 5 , 0.96
Manuf_0022 , 0.06 , 1 , 0.01
Dist_0061 , 0.03 , 1 , 0.26
Dist_0062 , 0.03 , 5 , 0.96
Dist_0063 , 0.03 , 4 , 0.87
Manuf_0023 , 0.06 , 1 , 0.01
Dist_0064 , 0.03 , 1 , 0.26
Dist_0065 , 0.03 , 7 , 1.17
Dist_0066 , 0.03 , 6 , 1.06
Manuf_0024 , 0.06 , 1 , 0.01
Dist_0067 , 0.03 , 1 , 0.26
Dist_0068 , 0.03 , 7 , 1.17
Dist_0069 , 0.03 , 5 , 0.96
Manuf_0025 , 0.06 , 2 , 0.01
Dist_0070 , 0.03 , 1 , 0.26
Dist_0071 , 0.03 , 5 , 0.96
Dist_0072 , 0.03 , 6 , 1.06
Manuf_0026 , 0.06 , 2 , 0.01
Dist_0073 , 0.03 , 2 , 0.6
Dist_0074 , 0.03 , 8 , 1.29
Dist_0075 , 0.03 , 4 , 0.87
Manuf_0027 , 0.06 , 1 , 0.01
Dist_0076 , 0.03 , 1 , 0.26
Dist_0077 , 0.03 , 6 , 1.06
Dist_0078 , 0.03 , 5 , 0.96
Manuf_0028 , 0.06 , 2 , 0.01
Dist_0079 , 0.03 , 2 , 0.6
Dist_0080 , 0.03 , 7 , 1.17
Dist_0081 , 0.03 , 5 , 0.96
Manuf_0029 , 0.06 , 2 , 0.01
Dist_0082 , 0.03 , 1 , 0.26
Dist_0083 , 0.03 , 10 , 1.58
Dist_0084 , 0.03 , 5 , 0.96
Manuf_0030 , 0.06 , 1 , 0.01
Dist_0085 , 0.03 , 1 , 0.26
Dist_0086 , 0.03 , 8 , 1.29
Dist_0087 , 0.03 , 6 , 1.06
Manuf_0031 , 0.06 , 1 , 0.01
Dist_0088 , 0.03 , 1 , 0.26
Dist_0089 , 0.03 , 7 , 1.17
Dist_0090 , 0.03 , 4 , 0.87
Manuf_0032 , 0.06 , 1 , 0.01
Dist_0091 , 0.03 , 1 , 0.26
Dist_0092 , 0.03 , 6 , 1.06
Dist_0093 , 0.03 , 4 , 0.87
Part_0001 , 0.0 , 0 , 0.0
Part_0002 , 0.0 , 0 , 0.0
Part_0003 , 0.0 , 0 , 0.0
Part_0004 , 0.0 , 0 , 0.0
Part_0005 , 0.0 , 17 , 1.78
Retail_0001 , 1.83 , 0 , 0.9
Part_0006 , 0.0 , 0 , 0.0
Part_0007 , 0.0 , 0 , 0.0
Part_0008 , 0.0 , 0 , 0.0
Part_0009 , 0.0 , 42 , 1.93
Retail_0002 , 1.99 , 0 , 0.99
Part_0010 , 0.0 , 31 , 1.93
Retail_0003 , 1.99 , 0 , 0.99
Part_0011 , 0.0 , 0 , 0.0
Part_0012 , 0.0 , 0 , 0.0
Part_0013 , 0.0 , 0 , 0.0
Part_0014 , 0.0 , 0 , 0.0
Part_0015 , 0.0 , 0 , 0.0
Part_0016 , 0.0 , 0 , 0.0
Part_0017 , 0.0 , 0 , 0.0
Part_0018 , 0.0 , 0 , 0.0
Part_0019 , 0.0 , 0 , 0.0
Part_0020 , 0.0 , 33 , 0.0
Retail_0005 , 0.11 , 0 , 0.05
Part_0021 , 0.0 , 12 , 0.0
Retail_0004 , 0.09 , 0 , 0.06
