Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 1.455388069152832 ,seconds
------
The SC has, 116 , nodes and,  119 edges.
Retail_0043 , 4.56 , 0.0 , 2.0
Retail_0044 , 4.01 , 0.0 , 4.0
Retail_0045 , 1.01 , 0.0 , 1.0
Retail_0046 , 4.01 , 0.0 , 4.0
Retail_0047 , 5.95 , 0.0 , 5.94
Retail_0048 , 15.48 , 0.0 , 15.47
Retail_0049 , 7.01 , 0.0 , 7.0
Retail_0050 , 3.01 , 0.0 , 3.0
Retail_0051 , 5.64 , 0.0 , 5.63
Retail_0052 , 5.01 , 0.0 , 5.0
Retail_0053 , 4.01 , 0.0 , 4.0
Retail_0054 , 1.01 , 0.0 , 1.0
Retail_0055 , 5.01 , 0.0 , 5.0
Retail_0056 , 2.01 , 0.0 , 2.0
Retail_0057 , 4.01 , 0.0 , 4.0
Retail_0058 , 2.01 , 0.0 , 2.0
Retail_0059 , 3.01 , 0.0 , 3.0
Retail_0060 , 6.01 , 0.0 , 6.0
Retail_0061 , 5.01 , 0.0 , 5.0
Retail_0062 , 4.76 , 0.0 , 4.75
Retail_0063 , 1.01 , 0.0 , 1.0
Retail_0064 , 2.01 , 0.0 , 2.0
Retail_0065 , 4.01 , 0.0 , 4.0
Retail_0066 , 4.89 , 0.0 , 4.88
