Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 24.359943151474 ,seconds
------
The SC has, 409 , nodes and,  853 edges.
Manuf_0039 , 0.0 , 15 , 13.01
Retail_0039 , 13.01 , 7 , 20.0
Manuf_0040 , 0.0 , 15 , 11.01
Retail_0040 , 11.01 , 9 , 20.0
Manuf_0041 , 0.0 , 15 , 12.01
Retail_0041 , 12.01 , 8 , 20.0
Manuf_0042 , 0.0 , 15 , 11.01
Retail_0042 , 11.01 , 9 , 20.0
Manuf_0043 , 0.51 , 11 , 11.5
Retail_0043 , 11.76 , 8 , 19.75
Manuf_0044 , 0.0 , 12 , 10.01
Retail_0044 , 10.01 , 10 , 20.0
Manuf_0045 , 0.0 , 14 , 11.01
Retail_0045 , 11.01 , 9 , 20.0
Manuf_0046 , 0.0 , 12 , 11.01
Retail_0046 , 11.01 , 9 , 20.0
Manuf_0047 , 0.0 , 15 , 12.01
Retail_0047 , 12.01 , 8 , 20.0
Manuf_0048 , 0.0 , 12 , 10.01
Retail_0048 , 10.01 , 10 , 20.0
Manuf_0049 , 0.0 , 14 , 11.01
Retail_0049 , 11.01 , 9 , 20.0
Manuf_0050 , 0.0 , 14 , 10.01
Retail_0050 , 10.01 , 10 , 20.0
Manuf_0051 , 0.01 , 13 , 13.0
Retail_0051 , 13.01 , 7 , 20.0
Manuf_0052 , 0.01 , 11 , 11.0
Retail_0052 , 11.01 , 9 , 20.0
Manuf_0053 , 0.0 , 13 , 12.01
Retail_0053 , 12.01 , 8 , 20.0
Manuf_0054 , 0.0 , 15 , 13.01
Retail_0054 , 13.01 , 7 , 20.0
Manuf_0055 , 0.0 , 14 , 13.01
Retail_0055 , 13.01 , 7 , 20.0
Manuf_0056 , 0.0 , 13 , 0.0
Dist_0006 , 0.0 , 22 , 5.0
Retail_0056 , 7.43 , 9 , 16.42
Manuf_0057 , 0.0 , 16 , 11.01
Retail_0057 , 11.01 , 9 , 20.0
Manuf_0058 , 0.0 , 13 , 0.0
Dist_0001 , 0.0 , 26 , 5.0
Dist_0002 , 0.0 , 21 , 5.0
Dist_0003 , 10.99 , 28 , 5.0
Dist_0004 , 0.0 , 31 , 5.0
Dist_0005 , 0.0 , 22 , 5.0
Retail_0058 , 7.47 , 9 , 16.46
Manuf_0059 , 0.0 , 13 , -0.0
Dist_0007 , -0.0 , 9 , 5.0
Dist_0008 , -0.0 , 9 , 5.0
Dist_0009 , -0.0 , 9 , 5.0
Dist_0010 , 0.0 , 8 , 5.0
Dist_0013 , -0.0 , 10 , 5.0
Dist_0014 , 0.0 , 8 , 5.0
Dist_0015 , 0.0 , 10 , 5.0
Dist_0019 , 0.0 , 8 , 5.0
Dist_0020 , -0.0 , 7 , 5.0
Dist_0021 , -0.0 , 9 , 5.0
Dist_0022 , -0.0 , 10 , 5.0
Dist_0023 , 0.0 , 8 , 5.0
Dist_0024 , 0.0 , 9 , 5.0
Dist_0025 , -0.0 , 9 , 5.0
Dist_0027 , -0.0 , 9 , 5.0
Dist_0028 , -0.0 , 9 , 5.0
Dist_0031 , -0.0 , 7 , 5.0
Retail_0059 , 8.14 , 8 , 16.13
Manuf_0060 , 0.0 , 14 , -0.0
Dist_0011 , -0.0 , 8 , 5.0
Dist_0030 , 0.0 , 10 , 5.0
Retail_0060 , 8.85 , 7 , 15.84
Manuf_0061 , 0.0 , 13 , 0.0
Retail_0061 , 7.49 , 9 , 16.48
Manuf_0062 , 0.0 , 11 , 10.99
Retail_0062 , 11.51 , 8 , 19.5
Manuf_0063 , -0.0 , 13 , 0.0
Retail_0063 , 7.45 , 9 , 16.44
Manuf_0064 , -0.0 , 12 , 0.0
Retail_0064 , 8.13 , 8 , 16.12
Manuf_0065 , 0.0 , 16 , 0.0
Dist_0026 , 0.0 , 9 , 5.0
Retail_0065 , 8.15 , 8 , 16.14
Manuf_0066 , 0.01 , 11 , 11.0
Retail_0066 , 11.01 , 9 , 20.0
Manuf_0067 , 0.0 , 12 , 10.01
Retail_0067 , 10.01 , 10 , 20.0
Manuf_0068 , 0.0 , 12 , 0.0
Retail_0068 , 8.17 , 8 , 16.16
Manuf_0069 , 0.0 , 13 , -0.0
Retail_0069 , 8.88 , 7 , 15.87
Manuf_0070 , 0.0 , 13 , 0.0
Retail_0070 , 8.18 , 8 , 16.17
Manuf_0071 , 0.0 , 12 , -0.0
Dist_0018 , -0.0 , 8 , 5.0
Dist_0029 , -0.0 , 9 , 5.0
Retail_0071 , 7.48 , 9 , 16.47
Manuf_0072 , 0.0 , 13 , -0.0
Retail_0072 , 7.49 , 9 , 16.48
Manuf_0073 , 0.0 , 12 , -0.0
Dist_0016 , -0.0 , 7 , 5.0
Retail_0073 , 7.42 , 9 , 16.41
Manuf_0074 , 0.0 , 16 , 10.01
Retail_0074 , 10.01 , 10 , 20.0
Manuf_0075 , 0.0 , 12 , -0.0
Retail_0075 , 8.79 , 7 , 15.78
Manuf_0076 , -0.0 , 14 , 0.0
Retail_0076 , 8.18 , 8 , 16.17
Manuf_0077 , 0.0 , 14 , -0.0
Retail_0077 , 8.14 , 8 , 16.13
Manuf_0078 , 0.0 , 14 , -0.0
Dist_0012 , -0.0 , 7 , 5.0
Dist_0017 , -0.0 , 9 , 5.0
Retail_0078 , 8.19 , 8 , 16.18
Manuf_0079 , 0.0 , 13 , -0.0
Retail_0079 , 7.47 , 9 , 16.46
Manuf_0080 , 0.0 , 11 , -0.0
Retail_0080 , 7.43 , 9 , 16.42
Manuf_0081 , 0.0 , 15 , -0.0
Retail_0081 , 8.17 , 8 , 16.16
Manuf_0082 , -0.0 , 12 , 0.0
Retail_0082 , 6.76 , 10 , 16.75
Manuf_0083 , -0.0 , 13 , 0.0
Retail_0083 , 7.49 , 9 , 16.48
Manuf_0084 , 0.0 , 14 , 12.01
Retail_0084 , 12.01 , 8 , 20.0
Manuf_0085 , 0.0 , 15 , 10.01
Retail_0085 , 10.01 , 10 , 20.0
Manuf_0086 , 1.66 , 11 , 12.65
Retail_0086 , 12.83 , 7 , 19.82
Manuf_0087 , 0.0 , 13 , 10.01
Retail_0087 , 10.01 , 10 , 20.0
Manuf_0088 , 0.0 , 14 , 11.01
Retail_0088 , 11.01 , 9 , 20.0
Manuf_0089 , 0.0 , 14 , 11.01
Retail_0089 , 11.01 , 9 , 20.0
Manuf_0090 , 0.87 , 11 , 11.86
Retail_0090 , 11.94 , 8 , 19.93
Manuf_0091 , -0.0 , 14 , 12.01
Retail_0091 , 12.01 , 8 , 20.0
Manuf_0092 , 0.85 , 12 , 12.84
Retail_0092 , 12.93 , 7 , 19.92
Manuf_0093 , 0.0 , 15 , 13.01
Retail_0093 , 13.01 , 7 , 20.0
Manuf_0094 , -0.0 , 12 , 11.01
Retail_0094 , 11.01 , 9 , 20.0
Manuf_0095 , 0.0 , 15 , 10.01
Retail_0095 , 10.01 , 10 , 20.0
Manuf_0096 , 0.0 , 13 , 11.01
Retail_0096 , 11.01 , 9 , 20.0
Manuf_0097 , 0.02 , 12 , 12.01
Retail_0097 , 12.01 , 8 , 20.0
Manuf_0098 , -0.0 , 12 , 11.01
Retail_0098 , 11.01 , 9 , 20.0
Manuf_0099 , -0.0 , 14 , 12.01
Retail_0099 , 12.01 , 8 , 20.0
Manuf_0100 , 0.02 , 12 , 12.01
Retail_0100 , 12.01 , 8 , 20.0
Manuf_0101 , -0.0 , 13 , 12.01
Retail_0101 , 12.01 , 8 , 20.0
Manuf_0102 , 0.85 , 12 , 12.84
Retail_0102 , 12.93 , 7 , 19.92
Manuf_0103 , 0.02 , 13 , 13.01
Retail_0103 , 13.01 , 7 , 20.0
Manuf_0104 , -0.0 , 12 , 11.01
Retail_0104 , 11.01 , 9 , 20.0
Manuf_0105 , -0.0 , 15 , 11.01
Retail_0105 , 11.01 , 9 , 20.0
Manuf_0106 , 0.02 , 12 , 12.01
Retail_0106 , 12.01 , 8 , 20.0
Manuf_0107 , -0.0 , 14 , 13.01
Retail_0107 , 13.01 , 7 , 20.0
Manuf_0108 , 0.85 , 12 , 12.84
Retail_0108 , 12.93 , 7 , 19.92
Manuf_0109 , 0.02 , 12 , 12.01
Retail_0109 , 12.01 , 8 , 20.0
Manuf_0110 , 0.0 , 14 , 10.01
Retail_0110 , 10.01 , 10 , 20.0
Manuf_0111 , -0.0 , 13 , -0.0
Retail_0111 , 7.48 , 9 , 16.47
Manuf_0112 , 0.0 , 15 , 0.0
Retail_0112 , 8.9 , 7 , 15.89
Manuf_0113 , -0.0 , 14 , -0.0
Retail_0113 , 8.19 , 8 , 16.18
Manuf_0114 , 0.0 , 15 , -0.0
Retail_0114 , 8.9 , 7 , 15.89
Manuf_0115 , 0.0 , 12 , 0.0
Retail_0115 , 8.17 , 8 , 16.16
Manuf_0116 , -0.0 , 16 , -0.0
Retail_0116 , 7.49 , 9 , 16.48
Manuf_0117 , -0.0 , 14 , -0.0
Retail_0117 , 8.13 , 8 , 16.12
Manuf_0118 , 0.0 , 12 , -0.0
Retail_0118 , 7.42 , 9 , 16.41
Manuf_0119 , 0.0 , 16 , -0.0
Retail_0119 , 6.77 , 10 , 16.76
Manuf_0120 , 0.0 , 15 , 0.0
Retail_0120 , 8.14 , 8 , 16.13
Manuf_0121 , 0.0 , 16 , 0.0
Retail_0121 , 7.46 , 9 , 16.45
Manuf_0122 , 0.0 , 12 , -0.0
Retail_0122 , 7.42 , 9 , 16.41
Manuf_0123 , 0.0 , 13 , -0.0
Retail_0123 , 8.81 , 7 , 15.8
Manuf_0124 , 0.0 , 13 , 10.99
Retail_0124 , 11.51 , 8 , 19.5
Manuf_0125 , 0.0 , 15 , 0.0
Retail_0125 , 8.84 , 7 , 15.83
Manuf_0126 , 0.0 , 14 , -0.0
Retail_0126 , 6.76 , 10 , 16.75
Manuf_0127 , 0.0 , 12 , 0.0
Retail_0127 , 6.74 , 10 , 16.73
Manuf_0128 , 0.0 , 14 , -0.0
Retail_0128 , 7.44 , 9 , 16.43
Manuf_0129 , 0.0 , 15 , -0.0
Retail_0129 , 8.14 , 8 , 16.13
Manuf_0130 , 0.0 , 14 , -0.0
Retail_0130 , 7.44 , 9 , 16.43
Manuf_0131 , -0.0 , 11 , -0.0
Retail_0131 , 7.41 , 9 , 16.4
Manuf_0132 , 0.0 , 11 , 0.0
Retail_0132 , 8.09 , 8 , 16.08
Manuf_0133 , 0.0 , 16 , -0.0
Retail_0133 , 8.15 , 8 , 16.14
Manuf_0134 , 0.0 , 14 , -0.0
Retail_0134 , 8.13 , 8 , 16.12
Manuf_0135 , 0.0 , 11 , -0.0
Retail_0135 , 8.09 , 8 , 16.08
Manuf_0136 , 0.0 , 13 , -0.0
Retail_0136 , 8.12 , 8 , 16.11
Manuf_0137 , 0.0 , 12 , -0.0
Retail_0137 , 8.11 , 8 , 16.1
Manuf_0138 , 0.0 , 12 , -0.0
Retail_0138 , 6.74 , 10 , 16.73
Manuf_0139 , 0.0 , 11 , 0.0
Retail_0139 , 6.73 , 10 , 16.72
Manuf_0140 , 0.0 , 12 , -0.0
Retail_0140 , 8.79 , 7 , 15.78
Manuf_0141 , 0.0 , 15 , -0.0
Retail_0141 , 8.14 , 8 , 16.13
Manuf_0142 , 0.0 , 13 , -0.0
Retail_0142 , 8.12 , 8 , 16.11
Part_0001 , 0.0 , 34 , 0.02
Part_0002 , 0.0 , 30 , 1.02
Part_0003 , 0.0 , 39 , -0.0
Part_0004 , 0.0 , 32 , 1.02
Part_0005 , 0.0 , 40 , 0.0
Part_0006 , 0.0 , 28 , 0.0
Part_0007 , 0.0 , 38 , 0.0
Part_0008 , 0.0 , 34 , 0.02
Part_0009 , 0.0 , 33 , 0.02
Part_0010 , 0.0 , 29 , 0.0
Part_0011 , 0.0 , 38 , 0.0
Part_0012 , 0.0 , 36 , 0.0
Part_0013 , 0.0 , 29 , 0.0
Part_0014 , 0.0 , 28 , 0.0
Part_0015 , 0.0 , 39 , 0.0
Part_0016 , 0.0 , 39 , 0.0
Part_0017 , 0.0 , 36 , 0.0
Part_0018 , 0.0 , 33 , 0.0
Part_0019 , 0.0 , 38 , 0.0
Part_0020 , 0.0 , 37 , 0.0
Part_0021 , 0.0 , 38 , 0.0
Part_0022 , 0.0 , 32 , 0.0
Part_0023 , 0.0 , 40 , 0.0
Part_0024 , 0.0 , 31 , 0.0
Part_0025 , 0.0 , 37 , 0.0
Part_0026 , 0.0 , 39 , 0.0
Part_0027 , 0.0 , 34 , -0.0
Part_0028 , 0.0 , 29 , 0.0
Part_0029 , 0.0 , 28 , 0.0
Part_0030 , 0.0 , 30 , 0.0
Part_0031 , 0.0 , 28 , 0.0
Part_0032 , 0.0 , 30 , 0.0
Part_0033 , 0.0 , 38 , -0.0
Part_0034 , 0.0 , 28 , -0.0
Part_0035 , 0.0 , 31 , 0.0
Part_0036 , 0.0 , 35 , 0.0
Part_0037 , 0.0 , 39 , 0.0
Part_0038 , 0.0 , 38 , 0.0
Part_0039 , 0.0 , 29 , 0.0
Part_0040 , 0.0 , 29 , 0.0
Part_0041 , 0.0 , 36 , 0.0
Part_0042 , 0.0 , 32 , 0.0
Part_0043 , 0.0 , 28 , 0.0
Part_0044 , 0.0 , 27 , -0.0
Part_0045 , 0.0 , 27 , -0.0
Part_0046 , 0.0 , 36 , -0.0
Part_0047 , 0.0 , 32 , -0.0
Part_0048 , 0.0 , 37 , -0.0
Part_0049 , 0.0 , 31 , -0.0
Part_0050 , 0.0 , 27 , -0.0
Part_0051 , 0.0 , 34 , -0.0
Part_0052 , 0.0 , 27 , -0.0
Part_0053 , 0.0 , 33 , -0.0
Part_0054 , 0.0 , 39 , -0.0
Part_0055 , 0.0 , 39 , 0.0
Part_0056 , 0.0 , 28 , 0.0
Part_0057 , 0.0 , 35 , -0.0
Part_0058 , 0.0 , 34 , -0.0
Part_0059 , 0.0 , 33 , -0.0
Part_0060 , 0.0 , 35 , -0.0
Part_0061 , 0.0 , 32 , -0.0
Part_0062 , 0.0 , 38 , 0.0
Part_0063 , 0.0 , 27 , -0.0
Part_0064 , 0.0 , 29 , -0.0
Part_0065 , 0.0 , 36 , -0.0
Part_0066 , 0.0 , 34 , 0.02
Part_0067 , 0.0 , 30 , -0.0
Part_0068 , 0.0 , 40 , 0.0
Part_0069 , 0.0 , 34 , -0.0
Part_0070 , 0.0 , 30 , -0.0
Part_0071 , 0.0 , 30 , -0.0
Part_0072 , 0.0 , 32 , -0.0
Part_0073 , 0.0 , 32 , -0.0
Part_0074 , 0.0 , 30 , -0.0
Part_0075 , 0.0 , 40 , 0.0
Part_0076 , 0.0 , 32 , -0.0
Part_0077 , 0.0 , 39 , -0.0
Part_0078 , 0.0 , 27 , -0.0
Part_0079 , 0.0 , 33 , -0.0
Part_0080 , 0.0 , 33 , 0.02
Part_0081 , 0.0 , 27 , 0.0
Part_0082 , 0.0 , 31 , 0.0
Part_0083 , 0.0 , 31 , -0.0
Part_0084 , 0.0 , 30 , 0.0
Part_0085 , 0.0 , 32 , -0.0
Part_0086 , 0.0 , 31 , -0.0
Part_0087 , 0.0 , 32 , 0.0
Part_0088 , 0.0 , 27 , -0.0
Part_0089 , 0.0 , 29 , -0.0
Part_0090 , 0.0 , 38 , -0.0
Part_0091 , 0.0 , 34 , -0.0
Part_0092 , 0.0 , 37 , -0.0
Part_0093 , 0.0 , 27 , -0.0
Part_0094 , 0.0 , 28 , 0.0
