Optimality test +++++++++++++++++++++++++++++
The following constraints are not satisfied: 
+++++++++++++++++++++++++++
Time to run:, 5.4718499183654785 ,seconds
------
The SC has, 156 , nodes and,  263 edges.
Manuf_0051 , 7.98 , 3 , 10.97
Dist_0001 , -0.0 , 5 , 0.0
Dist_0002 , -0.0 , 6 , 0.0
Dist_0003 , -0.0 , 5 , 0.0
Dist_0004 , -0.0 , 3 , 0.0
Dist_0005 , -0.0 , 4 , 0.0
Dist_0006 , -0.0 , 5 , 0.0
Dist_0007 , -0.0 , 8 , 0.0
Dist_0008 , -0.0 , 5 , 0.0
Dist_0009 , -0.0 , 4 , 0.0
Dist_0010 , -0.0 , 5 , 0.0
Dist_0011 , -0.0 , 4 , 0.0
Dist_0012 , -0.0 , 5 , 0.0
Dist_0013 , -0.0 , 6 , 0.0
Dist_0014 , -0.0 , 5 , 0.0
Dist_0015 , -0.0 , 9 , 0.0
Part_0001 , 0.0 , 4 , 0.0
Part_0002 , 0.0 , 4 , 0.0
Part_0003 , 0.0 , 4 , 3.99
Trans_0002 , 3.99 , 3 , -0.0
Part_0004 , 0.0 , 2 , 0.0
Part_0005 , 0.0 , 3 , 1.99
Trans_0003 , 1.99 , 3 , 0.0
Part_0006 , 0.0 , 65 , 0.0
Trans_0020 , 2.13 , 4 , 6.12
Part_0007 , 0.0 , 85 , -0.0
Trans_0025 , 2.07 , 5 , 7.06
Part_0008 , 0.0 , 85 , -0.0
Trans_0029 , 2.07 , 5 , 7.06
Part_0009 , 0.0 , 99 , -0.0
Trans_0032 , 2.07 , 5 , 7.06
Part_0010 , 0.0 , 2 , 1.99
Trans_0004 , 1.99 , 4 , 4.0
Part_0011 , 0.0 , 4 , 1.0
Part_0012 , 0.0 , 2 , 1.99
Part_0013 , 0.0 , 3 , 0.0
Part_0014 , 0.0 , 4 , 3.99
Trans_0005 , 3.99 , 4 , 1.99
Part_0015 , 0.0 , 97 , 2.0
Trans_0036 , 2.39 , 5 , 7.38
Part_0016 , 0.0 , 4 , 2.0
Part_0017 , 0.0 , 3 , -0.0
Part_0018 , 0.0 , 2 , 1.99
Part_0019 , 0.0 , 4 , 3.99
Trans_0038 , 3.99 , 4 , 7.98
Part_0020 , 0.0 , 3 , 2.99
Part_0021 , 0.0 , 4 , 3.99
Part_0022 , 0.0 , 2 , 1.99
Part_0023 , 0.0 , 4 , 2.99
Part_0024 , 0.0 , 3 , 2.99
Part_0025 , 0.0 , 3 , 2.99
Part_0026 , 0.0 , 3 , 2.99
Part_0027 , 0.0 , 3 , 2.99
Part_0028 , 0.0 , 4 , 2.99
Part_0029 , 0.0 , 2 , 1.99
Part_0030 , 0.0 , 17 , 7.98
Part_0031 , 0.0 , 2 , 1.99
Part_0032 , 0.0 , 2 , 1.99
Part_0033 , 0.0 , 3 , 2.99
Part_0034 , 0.0 , 3 , 2.99
Part_0035 , 0.0 , 3 , 2.99
Part_0036 , 0.0 , 4 , 3.99
Part_0037 , 0.0 , 3 , 2.99
Part_0038 , 0.0 , 4 , 3.99
Part_0039 , 0.0 , 3 , 2.99
Part_0040 , 0.0 , 3 , 2.99
Part_0041 , 0.0 , 3 , 2.99
Part_0042 , 0.0 , 4 , 3.99
Part_0043 , 0.0 , 2 , 1.99
